Zip Code,Location,Building type (service class),Consumption (kWh),Consumption (GJ),Utility/Data Source
11414,"(40.65817022817356, -73.84496263981396)",Commercial,26313650,94729,ConEd
11415,"(40.708286075142325, -73.82855612156771)",Commercial,26997828,97192,ConEd
11416,"(40.68457809700163, -73.8496016684822)",Commercial,20524688,73889,ConEd
11417,"(40.6763637308016, -73.84454275534387)",Commercial,31080585,111890,ConEd
11418,"(40.69637041236467, -73.84031024991805)",Commercial,61042183,219752,ConEd
11419,"(40.68871379040917, -73.82288833053201)",Commercial,26899775,96839,ConEd
11420,"(40.67334524268887, -73.81770717164864)",Commercial,27519707,99071,ConEd
11421,"(40.69176458756573, -73.85702228584978)",Commercial,17550354,63181,ConEd
11422,"(40.66161349396765, -73.736051726406)",Commercial,13882067,49975,ConEd
11423,"(40.71722229567246, -73.7671414999802)",Commercial,23383352,84180,ConEd
11426,"(40.73704138495202, -73.72415699894628)",Commercial,14886411,53591,ConEd
11427,"(40.72931057432362, -73.75067602128132)",Commercial,10775844,38793,ConEd
11428,"(40.721396964798146, -73.74193729726841)",Commercial,13270879,47775,ConEd
11429,"(40.70991312049415, -73.73864031609764)",Commercial,14751719,53106,ConEd
11432,"(40.71311535449007, -73.79282099978928)",Commercial,147495046,530982,ConEd
11433,"(40.698104881734935, -73.7875740339145)",Commercial,40875720,147153,ConEd
11434,"(40.6769452621142, -73.77530690169215)",Commercial,74270333,267373,ConEd
11435,"(40.70119264912154, -73.80979665579099)",Commercial,57101096,205564,ConEd
11436,"(40.67571820912809, -73.79646501494847)",Commercial,16879471,60766,ConEd
11439,"(40.721924799390024, -73.79455513281312)",Commercial,3545417,12764,ConEd
11693,"(40.6183036047276, -73.82495531523557)",Commercial,1038629,3739,ConEd
10013,"(40.721242188776046, -74.00888900022716)",Commercial,119016472,428459,ConEd
10012,"(40.72553802086304, -73.99789641059084)",Commercial,3445281,12403,ConEd
10305,"(40.596184688172855, -74.07507238488262)",Commercial,9710036,34956,ConEd
10309,"(40.530393118347774, -74.21893861432557)",Commercial,2930148,10549,ConEd
10310,"(40.632789000212256, -74.11645860538027)",Commercial,13043753,46958,ConEd
10475,"(40.874142343794176, -73.82706856556183)",Commercial,506231,1822,ConEd
11201,"(40.69467825879468, -73.98992086835335)",Commercial,1320813,4755,ConEd
11203,"(40.649721601170995, -73.93427608567276)",Commercial,7818045,28145,ConEd
11208,"(40.67401318266229, -73.87206493005243)",Commercial,3200866,11523,ConEd
11211,"(40.711589765255496, -73.95817675075642)",Commercial,1590317,5725,ConEd
11215,"(40.665557251366124, -73.97968153557434)",Commercial,15837611,57015,ConEd
11224,"(40.576304656334855, -73.99953200040147)",Commercial,19629586,70667,ConEd
11365,"(40.73987184371066, -73.79462153515567)",Commercial,802442,2889,ConEd
11377,"(40.74519376448069, -73.9048471440804)",Commercial,754773,2717,ConEd
11432,"(40.71311535449007, -73.79282099978928)",Commercial,8774403,31588,ConEd
10003,"(40.73194394755518, -73.98887214913032)",Industrial,17612453,63405,ConEd
10467,"(40.8770479121315, -73.87153250082423)",Industrial,2734697,9845,ConEd
11210,"(40.62772226387142, -73.946537919989)",Industrial,692981,2495,ConEd
11236,"(40.64002149379695, -73.90112193992553)",Industrial,33344,120,ConEd
10003,"(40.73194394755518, -73.98887214913032)",Industrial,76847,277,ConEd
10018,"(40.756840774582145, -73.99669149981281)",Industrial,118161,425,ConEd
11237,"(40.704095739826585, -73.92099423399668)",Industrial,37026,133,ConEd
10001,"(40.75025902143676, -73.99688630375988)",Institutional,108721,391,ConEd
10002,"(40.71612146793143, -73.98583147024613)",Institutional,96129,346,ConEd
10003,"(40.73194394755518, -73.98887214913032)",Institutional,50546,182,ConEd
10004,"(40.688827825343935, -74.01911250583743)",Institutional,44486,160,ConEd
10005,"(40.7061257920717, -74.00858468583453)",Institutional,54305,195,ConEd
10006,"(40.70825614030866, -74.01355356964149)",Institutional,22499,81,ConEd
10007,"(40.71363051943297, -74.00913138370635)",Institutional,36697,132,ConEd
10009,"(40.72664935898081, -73.97911148500697)",Institutional,80500,290,ConEd
10010,"(40.73914078212147, -73.98289845639863)",Institutional,64299,231,ConEd
10011,"(40.74471526669623, -74.00460000028977)",Institutional,44749,161,ConEd
10012,"(40.72553802086304, -73.99789641059084)",Institutional,26054,94,ConEd
10013,"(40.721242188776046, -74.00888900022716)",Institutional,14280,51,ConEd
10014,"(40.73358645135369, -74.01019960472792)",Institutional,13584,49,ConEd
10016,"(40.745242969987146, -73.97823298586354)",Institutional,5081,18,ConEd
10017,"(40.75245652744684, -73.97297648087982)",Institutional,0,0,ConEd
10018,"(40.756840774582145, -73.99669149981281)",Institutional,56565,204,ConEd
10019,"(40.76761164715987, -73.99180550022362)",Institutional,63583,229,ConEd
10021,"(40.76920532766377, -73.959183941086)",Institutional,22645,82,ConEd
10022,"(40.758630224005685, -73.96809182217982)",Institutional,107767,388,ConEd
10023,"(40.774536138232236, -73.97994335610099)",Institutional,3622,13,ConEd
10024,"(40.78362556816552, -73.96653900057436)",Institutional,4996,18,ConEd
10025,"(40.79685012763133, -73.96372581059762)",Institutional,35282,127,ConEd
10026,"(40.80305812163505, -73.95334277604826)",Institutional,443100,1595,ConEd
10027,"(40.811549564460904, -73.95290033568193)",Institutional,40794,147,ConEd
10028,"(40.776344978837756, -73.95296667956859)",Institutional,532,2,ConEd
10029,"(40.79161072055837, -73.94403228106489)",Institutional,87726,316,ConEd
10030,"(40.81843517604261, -73.94276530357587)",Institutional,993587,3577,ConEd
10031,"(40.82495420507257, -73.9501244360938)",Institutional,188605,679,ConEd
10032,"(40.83693034905639, -73.94917852197119)",Institutional,199641,719,ConEd
10033,"(40.85621992920642, -73.94585900019268)",Institutional,145421,524,ConEd
10034,"(40.8706171092922, -73.9242232587963)",Institutional,25069,90,ConEd
10035,"(40.79381703542788, -73.91931750020245)",Institutional,154742,557,ConEd
10036,"(40.75934682719435, -73.989860554421)",Institutional,11434,41,ConEd
10037,"(40.81329776108288, -73.93728252556804)",Institutional,107751,388,ConEd
10038,"(40.70935929189784, -74.00307186237649)",Institutional,2298,8,ConEd
10039,"(40.82668192862815, -73.93777090780111)",Institutional,137394,495,ConEd
10040,"(40.85809553188335, -73.92925548994884)",Institutional,43191,155,ConEd
10044,"(40.76197648622593, -73.94999967494499)",Institutional,89759,323,ConEd
10128,"(40.781770000585084, -73.95062814906976)",Institutional,532,2,ConEd
10281,"(40.71433000042924, -74.0151969997417)",Institutional,125550,452,ConEd
10282,"(40.71961455706622, -74.01464928293802)",Institutional,51078,184,ConEd
10301,"(40.62678550844453, -74.09611291088208)",Institutional,136249,490,ConEd
10302,"(40.63083331110846, -74.13773429869889)",Institutional,8901,32,ConEd
10303,"(40.633032309993155, -74.16834884981955)",Institutional,5065,18,ConEd
10304,"(40.59122944258473, -74.1113280000871)",Institutional,153347,552,ConEd
10305,"(40.596184688172855, -74.07507238488262)",Institutional,77285,278,ConEd
10306,"(40.56602048965391, -74.11994566905736)",Institutional,318693,1147,ConEd
10307,"(40.508004527487, -74.24211428194849)",Institutional,95985,346,ConEd
10308,"(40.552935295427574, -74.15130275981448)",Institutional,63110,227,ConEd
10309,"(40.530393118347774, -74.21893861432557)",Institutional,210646,758,ConEd
10310,"(40.632789000212256, -74.11645860538027)",Institutional,38747,139,ConEd
10312,"(40.54295597733653, -74.18037681723627)",Institutional,65955,237,ConEd
10314,"(40.59649030298516, -74.16599111879503)",Institutional,158421,570,ConEd
10451,"(40.82069640711353, -73.92384136798472)",Institutional,83709,301,ConEd
10452,"(40.83772426336412, -73.9233322114124)",Institutional,121842,439,ConEd
10453,"(40.852786838341956, -73.91342678431863)",Institutional,34662,125,ConEd
10454,"(40.805846930091775, -73.91628504651766)",Institutional,29278,105,ConEd
10455,"(40.813535754971156, -73.9053552520432)",Institutional,35190,127,ConEd
10456,"(40.8304366800088, -73.9077651995043)",Institutional,985707,3549,ConEd
10457,"(40.84579837129786, -73.89832418681175)",Institutional,11569,42,ConEd
10458,"(40.86260132868841, -73.88479001504714)",Institutional,8728,31,ConEd
10459,"(40.82552621616202, -73.89313106784448)",Institutional,308526,1111,ConEd
10460,"(40.84309034804119, -73.87860282506028)",Institutional,98507,355,ConEd
10461,"(40.846960590359004, -73.840632836736)",Institutional,73633,265,ConEd
10462,"(40.84225833665295, -73.85799663293824)",Institutional,79041,285,ConEd
10463,"(40.88187196282087, -73.91120748054078)",Institutional,79586,287,ConEd
10464,"(40.875709096797436, -73.81229725041771)",Institutional,15636,56,ConEd
10465,"(40.827628067581315, -73.82241314135337)",Institutional,22023,79,ConEd
10466,"(40.89080973018497, -73.84600906306775)",Institutional,18161,65,ConEd
10467,"(40.8770479121315, -73.87153250082423)",Institutional,31916,115,ConEd
10468,"(40.869693003729196, -73.89892699248668)",Institutional,74170,267,ConEd
10469,"(40.86818180274804, -73.84656868779467)",Institutional,19412,70,ConEd
10470,"(40.90012797192844, -73.8712277502604)",Institutional,28304,102,ConEd
10471,"(40.90199442310421, -73.9036265005625)",Institutional,15944,57,ConEd
10472,"(40.829730432513486, -73.87013213139272)",Institutional,123488,445,ConEd
10473,"(40.81773147093071, -73.86053700008245)",Institutional,938,3,ConEd
10474,"(40.810882923108466, -73.88235636235618)",Institutional,198413,714,ConEd
10475,"(40.874142343794176, -73.82706856556183)",Institutional,22448,81,ConEd
11101,"(40.74570244980828, -73.93866902925225)",Institutional,167923,605,ConEd
11102,"(40.77152402451418, -73.92643545073543)",Institutional,21053,76,ConEd
11103,"(40.76286893025696, -73.91327185810974)",Institutional,70884,255,ConEd
11104,"(40.74489336663561, -73.92054134530679)",Institutional,2881,10,ConEd
11105,"(40.780092072491186, -73.90960650023976)",Institutional,965,3,ConEd
11106,"(40.761699790013324, -73.9316632529567)",Institutional,310,1,ConEd
11201,"(40.69467825879468, -73.98992086835335)",Institutional,254345,916,ConEd
11202,"(40.69790600026175, -73.99134299957973)",Institutional,637,2,ConEd
11203,"(40.649721601170995, -73.93427608567276)",Institutional,49372,178,ConEd
11204,"(40.619055848049015, -73.98479859887618)",Institutional,164,1,ConEd
11205,"(40.693882095282504, -73.96433450773128)",Institutional,6313,23,ConEd
11206,"(40.70191201682616, -73.94237919854112)",Institutional,113627,409,ConEd
11207,"(40.670802431187326, -73.89384115004901)",Institutional,1563596,5629,ConEd
11208,"(40.67401318266229, -73.87206493005243)",Institutional,48978,176,ConEd
11209,"(40.62338709723679, -74.03065295347096)",Institutional,28485,103,ConEd
11210,"(40.62772226387142, -73.946537919989)",Institutional,265992,958,ConEd
11211,"(40.711589765255496, -73.95817675075642)",Institutional,79161,285,ConEd
11212,"(40.66279716995348, -73.91298489433734)",Institutional,409240,1473,ConEd
11213,"(40.67122516920625, -73.93644336636822)",Institutional,358354,1290,ConEd
11214,"(40.604011809897145, -74.0009690001192)",Institutional,22431,81,ConEd
11215,"(40.665557251366124, -73.97968153557434)",Institutional,101408,365,ConEd
11216,"(40.680758670876, -73.94926775090596)",Institutional,43776,158,ConEd
11217,"(40.68231210132245, -73.97956718857483)",Institutional,141586,510,ConEd
11218,"(40.64322700851966, -73.9764486221062)",Institutional,92977,335,ConEd
11219,"(40.63277295540763, -73.99667681118586)",Institutional,4603,17,ConEd
11220,"(40.641184928741495, -74.01676472671073)",Institutional,21468,77,ConEd
11221,"(40.69128803951145, -73.92761792792498)",Institutional,638647,2299,ConEd
11222,"(40.72825312178418, -73.94715978319738)",Institutional,5949,21,ConEd
11223,"(40.596939623165156, -73.97331147204676)",Institutional,38060,137,ConEd
11224,"(40.576304656334855, -73.99953200040147)",Institutional,2562,9,ConEd
11225,"(40.66317005855143, -73.95370110911887)",Institutional,63254,228,ConEd
11226,"(40.64650500230408, -73.9571900991437)",Institutional,80845,291,ConEd
11228,"(40.61654071408276, -74.0132778473947)",Institutional,1521,5,ConEd
11229,"(40.60123350732056, -73.94436854117521)",Institutional,40797,147,ConEd
11230,"(40.62192951023877, -73.96551106018723)",Institutional,36514,131,ConEd
11231,"(40.6775543117821, -74.00467670436637)",Institutional,52377,189,ConEd
11232,"(40.65451161701759, -74.00003392912248)",Institutional,42137,152,ConEd
11233,"(40.67813043816926, -73.91977647550391)",Institutional,292839,1054,ConEd
11234,"(40.61636866748006, -73.92773224974349)",Institutional,6,0,ConEd
11235,"(40.57841410882412, -73.94026000009887)",Institutional,1814,7,ConEd
11236,"(40.64002149379695, -73.90112193992553)",Institutional,11680,42,ConEd
11237,"(40.704095739826585, -73.92099423399668)",Institutional,183861,662,ConEd
11238,"(40.67886241346963, -73.9638204696389)",Institutional,36013,130,ConEd
11239,"(40.64949607998017, -73.8655249998788)",Institutional,13137,47,ConEd
11354,"(40.76862022064671, -73.82719028070687)",Institutional,203194,731,ConEd
11355,"(40.7512997969481, -73.82147854789662)",Institutional,73614,265,ConEd
11357,"(40.78628404147537, -73.81123206101074)",Institutional,42462,153,ConEd
11358,"(40.760350968822195, -73.79632645819947)",Institutional,15195,55,ConEd
11360,"(40.78070133439911, -73.78226733686807)",Institutional,2715,10,ConEd
11362,"(40.759074216601846, -73.73430017711144)",Institutional,10717,39,ConEd
11363,"(40.772398418252465, -73.74679788741253)",Institutional,1064,4,ConEd
11365,"(40.73987184371066, -73.79462153515567)",Institutional,17336,62,ConEd
11366,"(40.72816440726166, -73.79226817393703)",Institutional,57674,208,ConEd
11367,"(40.730323085042414, -73.82610630716033)",Institutional,20674,74,ConEd
11368,"(40.749678220373596, -73.85304068857687)",Institutional,81580,294,ConEd
11369,"(40.76341327370369, -73.8723788986672)",Institutional,22412,81,ConEd
11370,"(40.75935377085989, -73.89184400040028)",Institutional,88033,317,ConEd
11372,"(40.75163073936716, -73.88361254528269)",Institutional,693081,2495,ConEd
11373,"(40.73871040256307, -73.87835115518163)",Institutional,16083,58,ConEd
11375,"(40.720707263029794, -73.84628429608335)",Institutional,100974,364,ConEd
11377,"(40.74519376448069, -73.9048471440804)",Institutional,313913,1130,ConEd
11378,"(40.72145310497689, -73.90854350068196)",Institutional,33592,121,ConEd
11379,"(40.71679766547993, -73.87933421310339)",Institutional,6792,24,ConEd
11385,"(40.70122489161548, -73.88334858436963)",Institutional,38433,138,ConEd
11411,"(40.694293339066405, -73.73568329125084)",Institutional,16885,61,ConEd
11412,"(40.69812711747255, -73.75923519834566)",Institutional,33733,121,ConEd
11413,"(40.66971118122609, -73.75087393328533)",Institutional,52906,190,ConEd
11414,"(40.65817022817356, -73.84496263981396)",Institutional,59650,215,ConEd
11416,"(40.68457809700163, -73.8496016684822)",Institutional,1064,4,ConEd
11417,"(40.6763637308016, -73.84454275534387)",Institutional,76318,275,ConEd
11418,"(40.69637041236467, -73.84031024991805)",Institutional,18292,66,ConEd
11419,"(40.68871379040917, -73.82288833053201)",Institutional,36411,131,ConEd
11420,"(40.67334524268887, -73.81770717164864)",Institutional,39712,143,ConEd
11421,"(40.69176458756573, -73.85702228584978)",Institutional,11363,41,ConEd
11423,"(40.71722229567246, -73.7671414999802)",Institutional,76959,277,ConEd
11428,"(40.721396964798146, -73.74193729726841)",Institutional,2661,10,ConEd
11429,"(40.70991312049415, -73.73864031609764)",Institutional,60809,219,ConEd
11432,"(40.71311535449007, -73.79282099978928)",Institutional,110040,396,ConEd
11433,"(40.698104881734935, -73.7875740339145)",Institutional,29759,107,ConEd
11434,"(40.6769452621142, -73.77530690169215)",Institutional,54934,198,ConEd
11435,"(40.70119264912154, -73.80979665579099)",Institutional,30842,111,ConEd
11436,"(40.67571820912809, -73.79646501494847)",Institutional,74700,269,ConEd
11693,"(40.6183036047276, -73.82495531523557)",Institutional,15053,54,ConEd
10004,"(40.688827825343935, -74.01911250583743)",Institutional,0,0,ConEd
10001,"(40.75025902143676, -73.99688630375988)",Institutional,50015993,180058,ConEd
10002,"(40.71612146793143, -73.98583147024613)",Institutional,1392951,5015,ConEd
10003,"(40.73194394755518, -73.98887214913032)",Institutional,3137335,11294,ConEd
10004,"(40.688827825343935, -74.01911250583743)",Institutional,31500796,113403,ConEd
10005,"(40.7061257920717, -74.00858468583453)",Institutional,53594091,192939,ConEd
10006,"(40.70825614030866, -74.01355356964149)",Institutional,60942907,219394,ConEd
10007,"(40.71363051943297, -74.00913138370635)",Institutional,116962174,421064,ConEd
10008,"(40.712344999722006, -74.00994500036143)",Institutional,0,0,ConEd
10009,"(40.72664935898081, -73.97911148500697)",Institutional,3458424,12450,ConEd
10010,"(40.73914078212147, -73.98289845639863)",Institutional,559160,2013,ConEd
10011,"(40.74471526669623, -74.00460000028977)",Institutional,1604804,5777,ConEd
10012,"(40.72553802086304, -73.99789641059084)",Institutional,1185454,4268,ConEd
10013,"(40.721242188776046, -74.00888900022716)",Institutional,7903206,28452,ConEd
10014,"(40.73358645135369, -74.01019960472792)",Institutional,8330386,29989,ConEd
10016,"(40.745242969987146, -73.97823298586354)",Institutional,1872890,6742,ConEd
10017,"(40.75245652744684, -73.97297648087982)",Institutional,76637201,275894,ConEd
10018,"(40.756840774582145, -73.99669149981281)",Institutional,25979866,93528,ConEd
10019,"(40.76761164715987, -73.99180550022362)",Institutional,1152771,4150,ConEd
10021,"(40.76920532766377, -73.959183941086)",Institutional,41194,148,ConEd
10022,"(40.758630224005685, -73.96809182217982)",Institutional,1255826,4521,ConEd
10023,"(40.774536138232236, -73.97994335610099)",Institutional,148075,533,ConEd
10024,"(40.78362556816552, -73.96653900057436)",Institutional,531295,1913,ConEd
10025,"(40.79685012763133, -73.96372581059762)",Institutional,64341,232,ConEd
10026,"(40.80305812163505, -73.95334277604826)",Institutional,1129063,4065,ConEd
10027,"(40.811549564460904, -73.95290033568193)",Institutional,16465655,59276,ConEd
10029,"(40.79161072055837, -73.94403228106489)",Institutional,8103044,29171,ConEd
10030,"(40.81843517604261, -73.94276530357587)",Institutional,825032,2970,ConEd
10031,"(40.82495420507257, -73.9501244360938)",Institutional,251088,904,ConEd
10032,"(40.83693034905639, -73.94917852197119)",Institutional,21733893,78242,ConEd
10033,"(40.85621992920642, -73.94585900019268)",Institutional,6506505,23423,ConEd
10034,"(40.8706171092922, -73.9242232587963)",Institutional,6787739,24436,ConEd
10035,"(40.79381703542788, -73.91931750020245)",Institutional,37716494,135779,ConEd
10036,"(40.75934682719435, -73.989860554421)",Institutional,32400780,116643,ConEd
10037,"(40.81329776108288, -73.93728252556804)",Institutional,1498499,5395,ConEd
10038,"(40.70935929189784, -74.00307186237649)",Institutional,10430215,37549,ConEd
10039,"(40.82668192862815, -73.93777090780111)",Institutional,2304480,8296,ConEd
10040,"(40.85809553188335, -73.92925548994884)",Institutional,123553,445,ConEd
10044,"(40.76197648622593, -73.94999967494499)",Institutional,3229828,11627,ConEd
10065,"(40.76430121303059, -73.96303993544461)",Institutional,1530144,5509,ConEd
10080,"(40.71445199976006, -74.01547499997122)",Institutional,66259956,238536,ConEd
10280,"(40.709594512276965, -74.02022453553383)",Institutional,1419307,5110,ConEd
10281,"(40.71433000042924, -74.0151969997417)",Institutional,71577164,257678,ConEd
10282,"(40.71961455706622, -74.01464928293802)",Institutional,7551799,27186,ConEd
10285,"(40.711871000346434, -74.01440299999842)",Institutional,25690959,92487,ConEd
10301,"(40.62678550844453, -74.09611291088208)",Institutional,567533,2043,ConEd
10302,"(40.63083331110846, -74.13773429869889)",Institutional,4157808,14968,ConEd
10303,"(40.633032309993155, -74.16834884981955)",Institutional,2515573,9056,ConEd
10304,"(40.59122944258473, -74.1113280000871)",Institutional,435229,1567,ConEd
10305,"(40.596184688172855, -74.07507238488262)",Institutional,15603917,56174,ConEd
10306,"(40.56602048965391, -74.11994566905736)",Institutional,32474,117,ConEd
10307,"(40.508004527487, -74.24211428194849)",Institutional,68845,248,ConEd
10308,"(40.552935295427574, -74.15130275981448)",Institutional,85124,306,ConEd
10309,"(40.530393118347774, -74.21893861432557)",Institutional,6578760,23684,ConEd
10311,"(40.60754099961747, -74.17105899997284)",Institutional,93907591,338067,ConEd
10312,"(40.54295597733653, -74.18037681723627)",Institutional,495052,1782,ConEd
10314,"(40.59649030298516, -74.16599111879503)",Institutional,18219748,65591,ConEd
10451,"(40.82069640711353, -73.92384136798472)",Institutional,1813333,6528,ConEd
10452,"(40.83772426336412, -73.9233322114124)",Institutional,768894,2768,ConEd
10453,"(40.852786838341956, -73.91342678431863)",Institutional,1655809,5961,ConEd
10454,"(40.805846930091775, -73.91628504651766)",Institutional,1006411,3623,ConEd
10455,"(40.813535754971156, -73.9053552520432)",Institutional,3389580,12202,ConEd
10456,"(40.8304366800088, -73.9077651995043)",Institutional,1458816,5252,ConEd
10457,"(40.84579837129786, -73.89832418681175)",Institutional,2694096,9699,ConEd
10458,"(40.86260132868841, -73.88479001504714)",Institutional,2286030,8230,ConEd
10459,"(40.82552621616202, -73.89313106784448)",Institutional,2964250,10671,ConEd
10460,"(40.84309034804119, -73.87860282506028)",Institutional,6674695,24029,ConEd
10461,"(40.846960590359004, -73.840632836736)",Institutional,13644067,49119,ConEd
10462,"(40.84225833665295, -73.85799663293824)",Institutional,1073767,3866,ConEd
10463,"(40.88187196282087, -73.91120748054078)",Institutional,230080,828,ConEd
10465,"(40.827628067581315, -73.82241314135337)",Institutional,12793478,46057,ConEd
10466,"(40.89080973018497, -73.84600906306775)",Institutional,6403400,23052,ConEd
10467,"(40.8770479121315, -73.87153250082423)",Institutional,1043159,3755,ConEd
10468,"(40.869693003729196, -73.89892699248668)",Institutional,553839,1994,ConEd
10469,"(40.86818180274804, -73.84656868779467)",Institutional,194537,700,ConEd
10470,"(40.90012797192844, -73.8712277502604)",Institutional,392035,1411,ConEd
10471,"(40.90199442310421, -73.9036265005625)",Institutional,15053,54,ConEd
10472,"(40.829730432513486, -73.87013213139272)",Institutional,841047,3028,ConEd
10473,"(40.81773147093071, -73.86053700008245)",Institutional,6969229,25089,ConEd
10474,"(40.810882923108466, -73.88235636235618)",Institutional,3042482,10953,ConEd
10475,"(40.874142343794176, -73.82706856556183)",Institutional,1701892,6127,ConEd
11101,"(40.74570244980828, -73.93866902925225)",Institutional,26365794,94917,ConEd
11102,"(40.77152402451418, -73.92643545073543)",Institutional,97391518,350609,ConEd
11103,"(40.76286893025696, -73.91327185810974)",Institutional,126254,455,ConEd
11104,"(40.74489336663561, -73.92054134530679)",Institutional,391469,1409,ConEd
11105,"(40.780092072491186, -73.90960650023976)",Institutional,397187,1430,ConEd
11106,"(40.761699790013324, -73.9316632529567)",Institutional,536965,1933,ConEd
11201,"(40.69467825879468, -73.98992086835335)",Institutional,39375346,141751,ConEd
11203,"(40.649721601170995, -73.93427608567276)",Institutional,52634059,189483,ConEd
11204,"(40.619055848049015, -73.98479859887618)",Institutional,290320,1045,ConEd
11205,"(40.693882095282504, -73.96433450773128)",Institutional,74619,269,ConEd
11206,"(40.70191201682616, -73.94237919854112)",Institutional,1085674,3908,ConEd
11207,"(40.670802431187326, -73.89384115004901)",Institutional,16322109,58760,ConEd
11208,"(40.67401318266229, -73.87206493005243)",Institutional,9991318,35969,ConEd
11209,"(40.62338709723679, -74.03065295347096)",Institutional,344726,1241,ConEd
11210,"(40.62772226387142, -73.946537919989)",Institutional,475234,1711,ConEd
11211,"(40.711589765255496, -73.95817675075642)",Institutional,309078,1113,ConEd
11212,"(40.66279716995348, -73.91298489433734)",Institutional,2472657,8902,ConEd
11213,"(40.67122516920625, -73.93644336636822)",Institutional,290498,1046,ConEd
11214,"(40.604011809897145, -74.0009690001192)",Institutional,564109,2031,ConEd
11215,"(40.665557251366124, -73.97968153557434)",Institutional,349459,1258,ConEd
11216,"(40.680758670876, -73.94926775090596)",Institutional,626132,2254,ConEd
11217,"(40.68231210132245, -73.97956718857483)",Institutional,8268888,29768,ConEd
11218,"(40.64322700851966, -73.9764486221062)",Institutional,663650,2389,ConEd
11219,"(40.63277295540763, -73.99667681118586)",Institutional,620151,2233,ConEd
11220,"(40.641184928741495, -74.01676472671073)",Institutional,176355,635,ConEd
11221,"(40.69128803951145, -73.92761792792498)",Institutional,4192716,15094,ConEd
11222,"(40.72825312178418, -73.94715978319738)",Institutional,723898,2606,ConEd
11223,"(40.596939623165156, -73.97331147204676)",Institutional,747388,2691,ConEd
11224,"(40.576304656334855, -73.99953200040147)",Institutional,1394940,5022,ConEd
11225,"(40.66317005855143, -73.95370110911887)",Institutional,859833,3095,ConEd
11226,"(40.64650500230408, -73.9571900991437)",Institutional,1216432,4379,ConEd
11228,"(40.61654071408276, -74.0132778473947)",Institutional,488304,1758,ConEd
11229,"(40.60123350732056, -73.94436854117521)",Institutional,490714,1767,ConEd
11230,"(40.62192951023877, -73.96551106018723)",Institutional,828387,2982,ConEd
11231,"(40.6775543117821, -74.00467670436637)",Institutional,1451451,5225,ConEd
11232,"(40.65451161701759, -74.00003392912248)",Institutional,1355804,4881,ConEd
11233,"(40.67813043816926, -73.91977647550391)",Institutional,4105458,14780,ConEd
11234,"(40.61636866748006, -73.92773224974349)",Institutional,5766984,20761,ConEd
11235,"(40.57841410882412, -73.94026000009887)",Institutional,847871,3052,ConEd
11236,"(40.64002149379695, -73.90112193992553)",Institutional,1564538,5632,ConEd
11237,"(40.704095739826585, -73.92099423399668)",Institutional,73749,265,ConEd
11238,"(40.67886241346963, -73.9638204696389)",Institutional,0,0,ConEd
11239,"(40.64949607998017, -73.8655249998788)",Institutional,1024358,3688,ConEd
11354,"(40.76862022064671, -73.82719028070687)",Institutional,10255226,36919,ConEd
11355,"(40.7512997969481, -73.82147854789662)",Institutional,1166515,4199,ConEd
11356,"(40.7849280967543, -73.84181070040347)",Institutional,131940,475,ConEd
11357,"(40.78628404147537, -73.81123206101074)",Institutional,580688,2090,ConEd
11358,"(40.760350968822195, -73.79632645819947)",Institutional,135816,489,ConEd
11359,"(40.79159246611948, -73.77693836811113)",Institutional,1071946,3859,ConEd
11360,"(40.78070133439911, -73.78226733686807)",Institutional,1154092,4155,ConEd
11361,"(40.76418884813688, -73.77232552860022)",Institutional,199767,719,ConEd
11362,"(40.759074216601846, -73.73430017711144)",Institutional,123523,445,ConEd
11363,"(40.772398418252465, -73.74679788741253)",Institutional,91279,329,ConEd
11368,"(40.749678220373596, -73.85304068857687)",Institutional,719764,2591,ConEd
11369,"(40.76341327370369, -73.8723788986672)",Institutional,125234,451,ConEd
11370,"(40.75935377085989, -73.89184400040028)",Institutional,1683186,6059,ConEd
11372,"(40.75163073936716, -73.88361254528269)",Institutional,989110,3561,ConEd
11373,"(40.73871040256307, -73.87835115518163)",Institutional,65150,235,ConEd
11374,"(40.72646491702238, -73.86148084756303)",Institutional,62520,225,ConEd
11375,"(40.720707263029794, -73.84628429608335)",Institutional,548089,1973,ConEd
11377,"(40.74519376448069, -73.9048471440804)",Institutional,2553160,9191,ConEd
11378,"(40.72145310497689, -73.90854350068196)",Institutional,20644861,74322,ConEd
11379,"(40.71679766547993, -73.87933421310339)",Institutional,497328,1790,ConEd
11385,"(40.70122489161548, -73.88334858436963)",Institutional,5479106,19725,ConEd
11412,"(40.69812711747255, -73.75923519834566)",Institutional,23290,84,ConEd
11414,"(40.65817022817356, -73.84496263981396)",Institutional,433715,1561,ConEd
11415,"(40.708286075142325, -73.82855612156771)",Institutional,514145,1851,ConEd
11416,"(40.68457809700163, -73.8496016684822)",Institutional,835827,3009,ConEd
11417,"(40.6763637308016, -73.84454275534387)",Institutional,629106,2265,ConEd
11418,"(40.69637041236467, -73.84031024991805)",Institutional,1047161,3770,ConEd
11419,"(40.68871379040917, -73.82288833053201)",Institutional,2727860,9820,ConEd
11420,"(40.67334524268887, -73.81770717164864)",Institutional,412200363,1483921,ConEd
11421,"(40.69176458756573, -73.85702228584978)",Institutional,378216,1362,ConEd
11423,"(40.71722229567246, -73.7671414999802)",Institutional,42854,154,ConEd
11426,"(40.73704138495202, -73.72415699894628)",Institutional,165309,595,ConEd
